feature,value,count,successes,success_rate,rate_minus_global,ci95_low_wald,ci95_high_wald
batter_history_n_bin,0,830,500,0.6024096385542169,0.07864366327945438,0.5691144939897642,0.6357047831186696
batter_id,22660,13928,7179,0.5154365307294658,-0.008329444545296716,0.507136596997149,0.5237364644617827
batter_id,22816,13664,6876,0.5032201405152225,-0.020545834759540083,0.49483658697622024,0.5116036940542247
batter_id,23420,13419,6831,0.5090543259557344,-0.01471164931902813,0.5005957981766671,0.5175128537348017
batter_id,21696,12999,6720,0.5169628432956381,-0.0068031319791244105,0.5083722920324641,0.5255533945588121
batter_id,22013,12955,6556,0.5060594365109996,-0.017706538763762936,0.49744998522782313,0.5146688877941761
batter_id,22103,12887,6402,0.49677970047334524,-0.026986274801417298,0.4881471097008344,0.5054122912458561
batter_id,23281,12852,6551,0.5097261126672892,-0.014039862607473363,0.5010832316249421,0.5183689937096363
batter_id,21286,12789,6736,0.5267026350770193,0.002936659802256769,0.5180492193911327,0.5353560507629059
batter_id,22066,12781,6540,0.5116970503090525,-0.012068924965709993,0.5030309285907447,0.5203631720273604
batter_id,23646,12645,6575,0.5199683669434559,-0.003797608331306601,0.5112603343689796,0.5286763995179323
batter_id,21992,12609,6565,0.5206598461416448,-0.0031061291331176966,0.511939882034324,0.5293798102489657
batter_id,23471,12379,6520,0.5266984409079893,0.0029324656332267995,0.5179028853985098,0.5354939964174689
batter_id,22410,12304,6296,0.511703511053316,-0.012062464221446523,0.5028710056997077,0.5205360164069244
batter_id,22130,12230,6171,0.5045789043336059,-0.01918707094115668,0.49571766155863484,0.5134401471085769
batter_id,23578,11681,5908,0.5057786148446195,-0.01798736043014304,0.4967117517626916,0.5148454779265473
batter_id,22102,11662,5772,0.4949408334762476,-0.02882514179851492,0.48586644590309985,0.5040152210493953
batter_id,23476,11510,5998,0.5211120764552563,-0.002653898819506284,0.5119856465818156,0.530238506328697
batter_id,21821,11487,5789,0.5039609993906154,-0.01980497588414709,0.49481756954620604,0.5131044292350249
batter_id,23443,11348,5879,0.5180648572435671,-0.00570111803119544,0.508871317191131,0.5272583972960032
batter_id,22109,11347,5921,0.521811932669428,-0.001954042605334494,0.5126207390632254,0.5310031262756307
batter_id,21818,11303,5963,0.5275590551181102,0.0037930798433476465,0.5183552267130884,0.536762883523132
batter_id,22127,11253,5805,0.515862436683551,-0.007903538591211512,0.506628789960441,0.525096083406661
batter_id,22026,11099,5782,0.5209478331381205,-0.002818142136641999,0.5116538331392905,0.5302418331369506
batter_id,22443,11053,5619,0.5083687686600923,-0.015397206614670256,0.49904857042988016,0.5176889668903044
batter_id,23693,11047,5708,0.5167013668869377,-0.0070646083878248556,0.5073825348728759,0.5260201989009995
batter_id,22126,10967,5750,0.5243001732470137,0.0005341979722511825,0.5149532506371362,0.5336470958568913
batter_id,22779,10947,5492,0.501689960719832,-0.02207601455493058,0.49232348878907106,0.5110564326505929
batter_id,22133,10936,5703,0.5214886613021215,-0.002277313972641082,0.5121260849549302,0.5308512376493127
batter_id,21660,10904,5707,0.5233859134262656,-0.0003800618484969265,0.5140112086115298,0.5327606182410014
batter_id,21990,10729,5636,0.5253052474601547,0.001539272185392182,0.515856167290525,0.5347543276297845
batter_id,22606,10659,5521,0.5179660380898771,-0.005799937184885473,0.5084799467609575,0.5274521294187966
batter_id,23282,10590,5559,0.524929178470255,0.001163203195492457,0.5154179278183046,0.5344404291222054
batter_id,22146,10524,5510,0.5235651843405549,-0.00020079093420766192,0.5140228907065312,0.5331074779745786
batter_id,23901,10438,5205,0.4986587468863767,-0.02510722838838586,0.48906659897750804,0.5082508947952453
batter_id,22455,10327,5424,0.525225137987799,0.001459162713036477,0.5155938228584958,0.5348564531171023
batter_id,22610,10043,5082,0.5060240963855421,-0.017741878889220408,0.49624580845764343,0.5158023843134408
batter_id,22500,9838,5065,0.5148404147184387,-0.008925560556323875,0.5049644100613797,0.5247164193754976
batter_id,21627,9708,5022,0.5173053152039555,-0.006460660070807034,0.5073649825992419,0.5272456478086691
batter_id,22632,9576,4985,0.5205722639933166,-0.0031937112814459656,0.5105661350989524,0.5305783928876807
batter_id,22283,9315,4508,0.4839506172839506,-0.03981535799081193,0.4738019083456763,0.4940993262222249
batter_id,22693,9246,4568,0.49405148172182567,-0.02971449355293687,0.48386044435344183,0.5042425190902096
batter_id,23319,9245,4534,0.49042725797728504,-0.033338717297477505,0.4802368162909074,0.5006176996636627
batter_id,22269,9004,4614,0.5124389160373167,-0.011327059237445813,0.502114300298386,0.5227635317762475
batter_id,22605,8987,4681,0.5208634694558807,-0.002902505818881851,0.5105348971985468,0.5311920417132145
batter_id,23687,8940,4592,0.5136465324384788,-0.010119442836283743,0.5032856797105111,0.5240073851664465
batter_id,23639,8804,4610,0.5236256247160381,-0.00014035055872441138,0.5131928291747994,0.5340584202572769
batter_id,23113,8802,4516,0.5130652124517155,-0.010700762823046994,0.5026231310368869,0.5235072938665442
batter_id,21737,8749,4525,0.5172019659389645,-0.006564009335798038,0.5067309289655898,0.5276730029123392
batter_id,22725,8648,4579,0.529486586493987,0.005720611219224514,0.5189666839480191,0.540006489039955
batter_id,22956,8468,4327,0.5109825224374114,-0.012783452837351161,0.5003354340307958,0.5216296108440269
batter_id,22736,8397,4219,0.5024413481005121,-0.021324627174250432,0.4917468890449016,0.5131358071561226
batter_id,22727,8255,4227,0.5120533010296789,-0.011712674245083599,0.501270258706365,0.5228363433529929
batter_id,23465,8148,4239,0.5202503681885126,-0.0035156070862499833,0.5094025078710253,0.5310982285059999
batter_id,23348,7973,4180,0.5242694092562398,0.0005034339814772304,0.5133070763303031,0.5352317421821764
batter_id,22430,7898,4049,0.5126614332742466,-0.011104542000515916,0.5016377120694305,0.5236851544790627
batter_id,22429,7713,3959,0.5132892519123557,-0.010476723362406792,0.5021344731967443,0.5244440306279672
batter_id,24144,7476,3681,0.4923756019261637,-0.03139037334859884,0.48104270520088616,0.5037084986514413
batter_id,21616,7472,3943,0.527703426124197,0.003937450849434421,0.5163835937906865,0.5390232584577074
batter_id,21520,7459,3727,0.4996648344282075,-0.024101140846555014,0.4883177137271867,0.5110119551292284
batter_id,23413,7433,3942,0.5303376833041841,0.00657170802942153,0.5189916747533689,0.5416836918549992
batter_id,23875,7408,3655,0.49338552915766737,-0.030380446117095172,0.4820004099119272,0.5047706484034076
batter_id,21968,7294,3606,0.4943789415958322,-0.029387033678930363,0.4829049176930349,0.5058529654986295
batter_id,21996,7234,3590,0.49626762510367706,-0.027498350171085484,0.4847457086139387,0.5077895415934154
batter_id,22690,7167,3749,0.5230919492116646,-0.0006740260630979655,0.51152833180854,0.5346555666147892
batter_id,21834,7132,3743,0.5248177229388671,0.001051747664104541,0.5132276874020866,0.5364077584756476
batter_id,22468,7124,3598,0.5050533408197642,-0.018712634454998378,0.4934430810009095,0.5166636006386188
batter_id,21837,6835,3579,0.5236283833211411,-0.00013759195362139653,0.5117878479282024,0.5354689187140799
batter_id,22182,6824,3578,0.5243259085580305,0.0005599332832679771,0.5124766283412201,0.5361751887748409
batter_id,24074,6754,3455,0.5115487118744447,-0.012217263400317813,0.49962724570910216,0.5234701780397872
batter_id,22245,6675,3468,0.5195505617977528,-0.004215413477009711,0.5075647296715021,0.5315363939240035
batter_id,21398,6670,3488,0.5229385307346327,-0.0008274445401298403,0.5109516648492525,0.5349253966200129
batter_id,22315,6619,3421,0.5168454449312585,-0.006920530343504039,0.5048066430761695,0.5288842467863475
batter_id,23410,6605,3631,0.5497350492051476,0.025969073930385056,0.5377364528084239,0.5617336456018713
batter_id,23040,6561,3362,0.5124218869074836,-0.01134408836727896,0.5003268558099372,0.52451691800503
batter_id,24270,6402,3241,0.5062480474851608,-0.017517927789601706,0.4940009174204817,0.51849517754984
batter_id,24087,6348,3249,0.5118147448015122,-0.011951230473250307,0.49951810821807424,0.5241113813849503
batter_id,23840,6058,3220,0.5315285572796302,0.00776258200486768,0.5189625791571145,0.5440945354021459
batter_id,23134,6043,2996,0.4957802416018534,-0.02798573367290913,0.48317403815950716,0.5083864450441997
batter_id,24075,5953,2917,0.4900050394758945,-0.03376093579886802,0.47730598618469333,0.5027040927670957
batter_id,22379,5928,3064,0.5168690958164642,-0.006896879458298311,0.5041479958282847,0.5295901958046437
batter_id,21170,5882,3094,0.5260115606936416,0.0022455854188790925,0.5132508435979386,0.5387722777893447
batter_id,23433,5857,3093,0.5280860508792897,0.004320075604527185,0.5153010072423092,0.5408710945162702
batter_id,22831,5688,3375,0.5933544303797469,0.06958845510498435,0.5805888255970514,0.6061200351624424
batter_id,22768,5664,2989,0.5277189265536724,0.003952951278909822,0.5147173488753204,0.5407205042320243
batter_id,23318,5599,2852,0.509376674406144,-0.01438930086861856,0.49628200735464423,0.5224713414576437
batter_id,21831,5577,3037,0.5445580060964677,0.02079203082170511,0.5314874411657491,0.5576285710271862
batter_id,22436,5539,2768,0.49972919299512547,-0.02403678227963707,0.4865614806859139,0.5128969053043371
batter_id,22739,5519,2824,0.5116868998006885,-0.012079075474074052,0.4984989522514502,0.5248748473499268
batter_id,22287,5462,2742,0.5020139143171,-0.021752060957662578,0.48875381719887967,0.5152740114353203
batter_id,22323,5391,2865,0.5314412910406232,0.0076753157658606685,0.5181204679728683,0.5447621141083782
batter_id,22106,5372,2853,0.5310871183916605,0.00732114311689791,0.5177421658105457,0.5444320709727752
batter_id,22523,5337,2732,0.5118980700768222,-0.011867905197940343,0.49848727647811564,0.5253088636755288
batter_id,23045,5301,2918,0.5504621769477457,0.026696201672983144,0.5370708371559134,0.563853516739578
batter_id,23427,5277,2963,0.5614932726928179,0.03772729741805536,0.5481050498285505,0.5748814955570853
batter_id,23080,5227,2944,0.5632293858810025,0.039463410606239924,0.5497831978602682,0.5766755739017367
batter_id,23720,5172,2774,0.5363495746326373,0.012583599357874786,0.522758740419471,0.5499404088458036
batter_id,22038,5095,2651,0.5203140333660451,-0.0034519419087174485,0.5065958926467317,0.5340321740853585
batter_id,24272,5036,2565,0.5093328038125496,-0.014433171462212901,0.4955255424250512,0.5231400652000481
batter_id,22607,4948,2650,0.5355699272433306,0.011803951968568094,0.5216732975775197,0.5494665569091416
batter_id,24264,4868,2448,0.5028759244042728,-0.020890050870489785,0.488830217334508,0.5169216314740375
batter_id,23778,4712,2402,0.5097623089983022,-0.014003666276460325,0.49548847505025495,0.5240361429463495
batter_id,22756,4688,2451,0.5228242320819113,-0.0009417431928512299,0.5085260996746156,0.537122364489207
batter_id,23464,4686,2388,0.5096030729833547,-0.01416290229140782,0.49528960673148226,0.5239165392352272
batter_id,22612,4683,2428,0.5184710655562673,-0.005294909718495222,0.5041601490152201,0.5327819820973145
batter_id,22671,4650,2504,0.5384946236559139,0.014728648381151399,0.5241658618545973,0.5528233854572305
batter_id,23685,4625,2279,0.49275675675675673,-0.03100921851800581,0.4783480622937178,0.5071654512197956
batter_id,23664,4605,2381,0.5170466883821933,-0.006719286892569287,0.5026136186889116,0.5314797580754749
batter_id,21999,4559,2366,0.5189734590919062,-0.004792516182856366,0.5044697737537887,0.5334771444300237
batter_id,23854,4559,2448,0.5369598596183374,0.013193884343574824,0.522485428414075,0.5514342908225998
batter_id,22732,4546,2300,0.5059392872855257,-0.01782668798923681,0.4914054357928999,0.5204731387781515
batter_id,24354,4509,2411,0.5347083610556664,0.010942385780903896,0.5201491760231339,0.5492675460881989
batter_id,22808,4472,2819,0.6303667262969589,0.10660075102219635,0.6162189773779218,0.644514475215996
batter_id,22424,4460,2358,0.5286995515695068,0.004933576294744224,0.514049402644066,0.5433497004949476
batter_id,24212,4446,2251,0.5062977957714799,-0.01746817950328261,0.4916015335082399,0.52099405803472
batter_id,24072,4388,2171,0.4947584320875114,-0.029007543187251128,0.47996500139829723,0.5095518627767256
batter_id,22963,4363,2280,0.5225762090304836,-0.0011897662442789114,0.507754772098457,0.5373976459625103
batter_id,23089,4354,2297,0.5275608635737253,0.0037948882989627952,0.5127315490070987,0.542390178140352
batter_id,22522,4311,2250,0.5219206680584552,-0.0018453072163073792,0.50700923813026,0.5368320979866503
batter_id,23961,4311,2270,0.5265599628856413,0.0027939876108787898,0.5116552550264948,0.5414646707447879
batter_id,22420,4281,2276,0.5316514832982948,0.007885508023532273,0.5167035363803819,0.5465994302162077
batter_id,23197,4201,2109,0.5020233277791002,-0.02174264749566235,0.4869035231652682,0.5171431323929322
batter_id,22542,4186,2208,0.5274725274725275,0.003706552197764945,0.5123484144734906,0.5425966404715644
batter_id,23583,4174,2180,0.5222807858169621,-0.0014851894578004066,0.5071271017683231,0.5374344698656012
batter_id,23882,4097,2088,0.5096412008786917,-0.01412477439607085,0.4943334163334556,0.5249489854239278
batter_id,23430,3981,2214,0.5561416729464959,0.03237569767173332,0.5407078011641835,0.5715755447288082
batter_id,22950,3950,1991,0.5040506329113924,-0.019715342363370136,0.4884582218356647,0.5196430439871201
batter_id,24439,3936,1858,0.4720528455284553,-0.05171312974630726,0.4564566359267497,0.4876490551301609
batter_id,23855,3789,2116,0.5584586962259172,0.03469272095115461,0.5426471272987273,0.574270265153107
batter_id,22819,3784,2084,0.5507399577167019,0.02697398244193938,0.5348909273408693,0.5665889880925346
batter_id,22664,3648,1914,0.524671052631579,0.0009050773568164416,0.5084652949731341,0.5408768102900239
batter_id,22985,3644,1814,0.4978046103183315,-0.025961364956431032,0.4815703425432562,0.5140388780934069
batter_id,23896,3603,1794,0.49791840133222315,-0.025847573942539392,0.4815920107919955,0.5142447918724508
batter_id,22853,3573,1845,0.5163727959697733,-0.0073931793049892836,0.49998665822210187,0.5327589337174446
batter_id,22839,3551,1770,0.49845114052379613,-0.02531483475096641,0.48200558093043155,0.5148967001171607
batter_id,24301,3519,1811,0.5146348394430236,-0.009131135831738968,0.498121674099553,0.5311480047864942
batter_id,22674,3496,1756,0.5022883295194508,-0.021477645755311747,0.4857140058619303,0.5188626531769713
batter_id,23022,3488,1817,0.5209288990825688,-0.002837076192193755,0.5043499481742462,0.5375078499908914
batter_id,23582,3466,1848,0.5331794575879977,0.009413482313235133,0.5165700755001282,0.5497888396758671
batter_id,22811,3428,2290,0.6680280046674446,0.14426202939268207,0.6522633767916477,0.6837926325432415
batter_id,21400,3321,1772,0.5335742246311352,0.0098082493563727,0.5166070189068864,0.550541430355384
batter_id,22021,3314,1852,0.5588412794206397,0.03507530414587712,0.5419360335044722,0.5757465253368071
batter_id,23349,3187,1611,0.5054910574207719,-0.018274917853990602,0.48813269095178885,0.5228494238897551
batter_id,23645,3133,1733,0.5531439514842005,0.02937797620943794,0.5357347529407496,0.5705531500276514
batter_id,22695,3093,1657,0.5357258325250566,0.011959857250294026,0.518149645486737,0.5533020195633761
batter_id,23195,3040,1569,0.5161184210526316,-0.007647554222130926,0.49835349090770026,0.5338833511975629
batter_id,21708,3034,1700,0.5603164139749506,0.03655043870018804,0.5426546091111518,0.5779782188387493
batter_id,22719,3014,1574,0.522229595222296,-0.0015363800524665905,0.5043965788025854,0.5400626116420065
batter_id,23939,3006,1539,0.5119760479041916,-0.01178992737057094,0.49410677120327195,0.5298453246051112
batter_id,23641,2999,1516,0.5055018339446482,-0.018264141330114336,0.4876076643597982,0.5233960035294982
batter_id,21143,2982,1679,0.5630449362843729,0.03927896100961037,0.5452419782296869,0.5808478943390589
batter_id,23602,2979,1511,0.5072171869754951,-0.016548788299267425,0.48926383371102616,0.525170540239964
batter_id,23948,2961,1526,0.5153664302600472,-0.008399545014715293,0.4973652211199261,0.5333676394001684
batter_id,21822,2945,1561,0.5300509337860781,0.006284958511315608,0.5120250063169981,0.5480768612551582
batter_id,23243,2927,1560,0.5329689101469081,0.009202934872145518,0.514894316420883,0.5510435038729331
batter_id,22432,2924,1615,0.5523255813953488,0.02855960612058628,0.5343017919401514,0.5703493708505463
batter_id,23508,2877,1597,0.5550921098366354,0.03132613456187283,0.5369326167425627,0.5732516029307081
batter_id,23865,2822,1315,0.46598157335223245,-0.05778440192253009,0.4475763937481215,0.48438675295634337
batter_id,24356,2801,1447,0.5166012138521956,-0.007164761422566945,0.49809447034835785,0.5351079573560333
batter_id,24040,2795,1400,0.5008944543828264,-0.022871520891936115,0.4823576667410516,0.5194312420246012
batter_id,22442,2758,1432,0.5192168237853517,-0.004549151489410819,0.5005698676321182,0.5378637799385853
batter_id,22882,2734,1444,0.5281638624725676,0.004397887197805095,0.509451149430343,0.5468765755147923
batter_id,21851,2714,1472,0.5423728813559322,0.01860690608116966,0.5236291518051971,0.5611166109066673
batter_id,23859,2712,1425,0.5254424778761062,0.0016765026013436657,0.5066485199967452,0.5442364357554672
batter_id,23759,2664,1333,0.5003753753753754,-0.023390599899387188,0.48138826639804116,0.5193624843527096
batter_id,22771,2640,1515,0.5738636363636364,0.05009766108887381,0.5549996810616428,0.5927275916656299
batter_id,22697,2640,1505,0.5700757575757576,0.04630978230099503,0.5511907848570308,0.5889607302944844
batter_id,24251,2605,1314,0.5044145873320537,-0.019351387942708853,0.48521440806359645,0.5236147666005109
batter_id,23244,2544,1347,0.5294811320754716,0.005715156800709109,0.5100851718900731,0.5488770922608702
batter_id,23463,2521,1299,0.5152717175723919,-0.008494257702370667,0.4957626289605836,0.5347808061842002
batter_id,24466,2499,1205,0.48219287715086034,-0.0415730981239022,0.4626013924760822,0.5017843618256386
batter_id,22749,2488,1311,0.5269292604501608,0.0031632851753982116,0.5073105668473191,0.5465479540530024
batter_id,24526,2442,1239,0.5073710073710074,-0.016394967903755164,0.48754176830313467,0.5272002464388801
batter_id,22502,2434,1364,0.5603944124897289,0.036628437214966336,0.5406758938860973,0.5801129310933605
batter_id,24273,2434,1214,0.4987674609695974,-0.024998514305165143,0.478903563301295,0.5186313586378998
batter_id,22626,2428,1388,0.57166392092257,0.04789794564780747,0.551980777796609,0.591347064048531
batter_id,22809,2426,1345,0.5544105523495466,0.030644577074784074,0.5346320289384527,0.5741890757606405
batter_id,22807,2418,1653,0.6836228287841191,0.15985685350935652,0.6650858577659677,0.7021597998022704
batter_id,23425,2400,1510,0.6291666666666667,0.10540069139190411,0.6098415250232779,0.6484918083100554
batter_id,23188,2381,1232,0.5174296514069718,-0.006336323867790705,0.4973580350916026,0.5375012677223411
batter_id,23691,2376,1257,0.5290404040404041,0.005274428765641548,0.5089693999705169,0.5491114081102912
batter_id,21945,2371,1265,0.5335301560522986,0.009764180777536047,0.5134493303472307,0.5536109817573664
batter_id,22345,2348,1258,0.5357751277683135,0.012009152493550945,0.5156024987384615,0.5559477567981654
batter_id,23625,2335,1362,0.5832976445396145,0.05953166926485198,0.5633003741940461,0.6032949148851829
batter_id,23688,2329,1210,0.519536281665951,-0.0042296936088115356,0.49924499590854704,0.5398275674233549
batter_id,23606,2322,1184,0.5099052540913006,-0.013860721183461933,0.48957186690714233,0.5302386412754588
batter_id,23911,2320,1233,0.5314655172413794,0.0076995419666168186,0.5111597032130739,0.5517713312696848
batter_id,23404,2319,1340,0.5778352738249245,0.05406929855016196,0.5577328375771113,0.5979377100727377
batter_id,22521,2241,1156,0.5158411423471665,-0.007924832927596048,0.49514987592794185,0.5365324087663912
batter_id,23940,2216,1148,0.5180505415162455,-0.005715433758517019,0.4972460067901365,0.5388550762423545
batter_id,22709,2206,1162,0.5267452402538532,0.0029792649790906234,0.5059098747931389,0.5475806057145675
batter_id,23452,2201,1167,0.530213539300318,0.006447564025555463,0.5093627881578751,0.551064290442761
batter_id,23584,2200,1137,0.5168181818181818,-0.006947793456580698,0.49593633456144964,0.537700029074914
batter_id,24207,2197,1143,0.5202548930359582,-0.003511082238804364,0.49936412501086636,0.54114566106105
batter_id,22775,2192,1213,0.5533759124087592,0.029609937133996622,0.5325637602218695,0.5741880645956489
batter_id,24510,2150,1053,0.4897674418604651,-0.03399853341429743,0.46863664471367217,0.5108982390072581
batter_id,23442,2148,1216,0.5661080074487895,0.04234203217402699,0.5451485807402433,0.5870674341573358
batter_id,24098,2141,1074,0.5016347501167678,-0.022131225157994705,0.48045526388751975,0.522814236346016
batter_id,23776,2136,1101,0.5154494382022472,-0.00831653707251534,0.4942551891593546,0.5366436872451398
batter_id,22288,2126,1189,0.559266227657573,0.035500252382810404,0.5381618813937781,0.5803705739213678
batter_id,24010,2116,1161,0.5486767485822306,0.024910773307468048,0.5274735992543576,0.5698798979101036
batter_id,24194,2100,1097,0.5223809523809524,-0.0013850228938101505,0.5010170340276304,0.5437448707342744
batter_id,24372,2094,1024,0.4890162368672397,-0.03474973840752282,0.4676054354972466,0.5104270382372329
batter_id,24326,2076,1027,0.49470134874759153,-0.02906462652717101,0.4731939437364394,0.5162087537587436
batter_id,24545,2069,958,0.4630256162397293,-0.06074035903503322,0.44153963860305245,0.4845115938764062
batter_id,23549,2057,1099,0.5342732134175985,0.01050723814283594,0.5127163170172505,0.5558301098179464
batter_id,21947,2030,1092,0.5379310344827586,0.014165059207996045,0.5162427723897198,0.5596192965757973
batter_id,24342,2019,1042,0.516097077761268,-0.0076688975134945325,0.49429827036003027,0.5378958851625057
batter_id,23298,2016,1075,0.533234126984127,0.009468151709364436,0.511456060286997,0.555012193681257
batter_id,23525,1995,1038,0.5203007518796993,-0.003465223395063277,0.49837793445808987,0.5422235693013087
batter_id,23466,1981,1046,0.5280161534578496,0.004250178183087039,0.5060324424775405,0.5499998644381586
batter_id,22006,1972,1110,0.5628803245436106,0.03911434926884805,0.5409870447286914,0.5847736043585298
batter_id,24309,1968,980,0.49796747967479676,-0.025798495599965776,0.4758767561474001,0.5200582032021934
batter_id,23321,1953,1035,0.5299539170506913,0.00618794177592874,0.5078181680364251,0.5520896660649575
batter_id,23408,1946,1065,0.5472764645426516,0.023510489267889012,0.5251605666814063,0.5693923624038968
batter_id,23444,1946,1034,0.5313463514902363,0.007580376215473805,0.5091746253322692,0.5535180776482035
batter_id,21448,1942,1096,0.564366632337796,0.04060065706303351,0.5423133777246345,0.5864198869509576
batter_id,23698,1925,1042,0.5412987012987013,0.01753272602393874,0.5190387514336636,0.5635586511637389
batter_id,24341,1913,940,0.4913748039728176,-0.032391171301944965,0.4689719182653641,0.513777689680271
batter_id,22928,1891,950,0.5023796932839767,-0.02138628199078585,0.4798437680864077,0.5249156184815457
batter_id,22628,1883,981,0.5209771640998406,-0.0027888111749219124,0.49841304601816877,0.5435412821815125
batter_id,23274,1863,939,0.5040257648953301,-0.01974021037943241,0.4813215979901324,0.5267299318005279
batter_id,23938,1858,936,0.503767491926803,-0.019998483347959506,0.48103270481852867,0.5265022790350774
batter_id,23193,1849,1004,0.5429962141698216,0.019230238895059037,0.5202899380130938,0.5657024903265494
batter_id,22396,1848,943,0.5102813852813853,-0.013484589993377205,0.48748934220689877,0.5330734283558719
batter_id,24007,1842,895,0.48588490770901194,-0.037881067565750604,0.46306004679840634,0.5087097686196175
batter_id,22969,1833,974,0.5313693398799781,0.007603364605215601,0.5085244833858054,0.5542141963741509
batter_id,22144,1821,1063,0.5837451949478308,0.059979219673068296,0.5611043626569199,0.6063860272387418
batter_id,22332,1778,956,0.5376827896512936,0.013916814376531028,0.5145076002941845,0.5608579790084026
batter_id,21693,1715,894,0.5212827988338192,-0.0024831764409433132,0.4976399272835758,0.5449256703840627
batter_id,21241,1697,828,0.48791985857395404,-0.035846116700808506,0.46413731152974247,0.5117024056181656
batter_id,24050,1687,846,0.5014819205690575,-0.022284054705705048,0.4776221300225415,0.5253417111155735
batter_id,22682,1685,931,0.5525222551928783,0.0287562799181158,0.5287802865547091,0.5762642238310476
batter_id,23978,1681,863,0.5133848899464605,-0.010381085328302064,0.4894910169532536,0.5372787629396674
batter_id,23367,1663,883,0.5309681298857486,0.007202154610986056,0.5069828190711155,0.5549534407003817
batter_id,23757,1644,890,0.5413625304136253,0.017596555138862713,0.5172754574709301,0.5654496033563204
batter_id,22696,1630,1068,0.6552147239263804,0.13144874865161782,0.6321404284913344,0.6782890193614263
batter_id,21600,1629,841,0.516267648864334,-0.00749832641042858,0.4919995613984977,0.5405357363301702
batter_id,23949,1618,845,0.5222496909765142,-0.0015162842982483493,0.49791048551339867,0.5465888964396297
batter_id,23626,1612,842,0.5223325062034739,-0.0014334690712886067,0.49794822694007934,0.5467167854668685
batter_id,24263,1612,803,0.4981389578163772,-0.02562701745838536,0.4737304883065796,0.5225474273261748
batter_id,23505,1599,807,0.5046904315196998,-0.019075543755062707,0.4801838500469667,0.529197012992433
batter_id,23552,1595,846,0.5304075235109718,0.006641548236209216,0.5059145715535277,0.5549004754684158
batter_id,23724,1587,832,0.5242596093257719,0.0004936340510093284,0.49968844025890846,0.5488307783926353
batter_id,23143,1565,812,0.518849840255591,-0.004916135019171541,0.4940950038130541,0.5436046766981278
batter_id,23990,1564,788,0.5038363171355499,-0.019929658139212658,0.47905668141408153,0.5286159528570182
batter_id,23669,1554,863,0.5553410553410554,0.03157508006629284,0.5306338302848198,0.580048280397291
batter_id,23735,1487,765,0.5144586415601883,-0.009307333714574262,0.48905541187518786,0.5398618712451887
batter_id,24548,1478,722,0.4884979702300406,-0.03526800504472194,0.4630135993524646,0.5139823411076165
batter_id,24180,1468,751,0.5115803814713896,-0.012185593803372918,0.48600945082556807,0.5371513121172112
batter_id,22394,1467,803,0.547375596455351,0.023609621180588514,0.5219042025019162,0.572846990408786
batter_id,24016,1452,857,0.5902203856749312,0.06645441040016864,0.564924199982586,0.6155165713672763
batter_id,23418,1444,948,0.6565096952908587,0.13274372001609613,0.6320162268554392,0.6810031637262781
batter_id,23234,1429,869,0.6081175647305809,0.08435158945581833,0.582806429165123,0.6334287002960387
batter_id,21461,1417,767,0.5412844036697247,0.017518428394962204,0.5153392853084345,0.567229522031015
